test_id,node,test_category,test_description,test,result,failure_reason
38,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_LEAF1_Ethernet4,PASS,
39,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_LEAF2_Ethernet4,PASS,
40,spine2,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_BORDERLEAF1_Ethernet4,PASS,
41,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF3_Ethernet5,PASS,
42,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_LEAF4_Ethernet5,PASS,
43,spine3,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet8 - P2P_LINK_TO_BORDERLEAF2_Ethernet5,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
44,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_LEAF3_Ethernet6,PASS,
45,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_LEAF4_Ethernet6,PASS,
46,spine4,Interface State,Ethernet Interface & Line Protocol == "up",Ethernet8 - P2P_LINK_TO_BORDERLEAF2_Ethernet6,FAIL,Interface shutdown: False - interface status: down - line protocol status: down
47,leaf1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf2_Po1,PASS,
48,leaf1,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - host1_PortChannel host1,PASS,
49,leaf2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf1_Po1,PASS,
50,leaf2,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - host1_PortChannel host1,PASS,
51,leaf3,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf4_Po1,PASS,
52,leaf3,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - host3_PortChannel host3,PASS,
53,leaf4,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1 - MLAG_PEER_leaf3_Po1,PASS,
54,leaf4,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - host3_PortChannel host3,PASS,
55,borderleaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
56,borderleaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
57,borderleaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
58,borderleaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
59,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
60,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
61,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
62,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
63,leaf1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF_A,PASS,
64,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
65,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
66,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
67,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
68,leaf2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF_A,PASS,
69,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
70,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
71,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
72,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
73,leaf3,Interface State,Vlan Interface & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF_A,PASS,
74,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
75,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
76,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - DMZ,PASS,
77,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan20 - Internal,PASS,
78,leaf4,Interface State,Vlan Interface & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF_A,PASS,
79,borderleaf1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
80,borderleaf2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
81,leaf1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
82,leaf2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
83,leaf3,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
84,leaf4,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
85,borderleaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
86,borderleaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
87,borderleaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
88,borderleaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
89,leaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
90,leaf1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
91,leaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
92,leaf2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
93,leaf3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
94,leaf3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
95,leaf4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
96,leaf4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
97,spine1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
98,spine2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
99,spine3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
100,spine4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
101,borderleaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet7,PASS,
102,borderleaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet7,PASS,
103,borderleaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet8,FAIL,Interface Down - N/A
104,borderleaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet8,FAIL,Interface Down - N/A
105,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf2_Ethernet1,PASS,
106,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf2_Ethernet2,PASS,
107,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet3,PASS,
108,leaf1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet3,PASS,
109,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf1_Ethernet1,PASS,
110,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf1_Ethernet2,PASS,
111,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: spine1_Ethernet4,PASS,
112,leaf2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: spine2_Ethernet4,PASS,
113,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf4_Ethernet1,PASS,
114,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf4_Ethernet2,PASS,
115,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet5,PASS,
116,leaf3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet5,PASS,
117,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: leaf3_Ethernet1,PASS,
118,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: leaf3_Ethernet2,PASS,
119,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: spine3_Ethernet6,PASS,
120,leaf4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: spine4_Ethernet6,PASS,
121,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf1_Ethernet3,PASS,
122,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf2_Ethernet3,PASS,
123,spine1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf1_Ethernet3,PASS,
124,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: leaf1_Ethernet4,PASS,
125,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: leaf2_Ethernet4,PASS,
126,spine2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: borderleaf1_Ethernet4,PASS,
127,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf3_Ethernet5,PASS,
128,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: leaf4_Ethernet5,PASS,
129,spine3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet8 - remote: borderleaf2_Ethernet5,FAIL,Interface Down - N/A
130,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: leaf3_Ethernet6,PASS,
131,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: leaf4_Ethernet6,PASS,
132,spine4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet8 - remote: borderleaf2_Ethernet6,FAIL,Interface Down - N/A
133,leaf1,MLAG,MLAG State active & Status connected,MLAG,PASS,
134,leaf2,MLAG,MLAG State active & Status connected,MLAG,PASS,
135,leaf3,MLAG,MLAG State active & Status connected,MLAG,PASS,
136,leaf4,MLAG,MLAG State active & Status connected,MLAG,PASS,
137,borderleaf1,IP Reachability,ip reachability test p2p links,Source: borderleaf1_Ethernet3 - Destination: spine1_Ethernet7,PASS,
138,borderleaf1,IP Reachability,ip reachability test p2p links,Source: borderleaf1_Ethernet4 - Destination: spine2_Ethernet7,PASS,
139,borderleaf2,IP Reachability,ip reachability test p2p links,Source: borderleaf2_Ethernet5 - Destination: spine3_Ethernet8,FAIL,100% packet loss
140,borderleaf2,IP Reachability,ip reachability test p2p links,Source: borderleaf2_Ethernet6 - Destination: spine4_Ethernet8,FAIL,100% packet loss
141,leaf1,IP Reachability,ip reachability test p2p links,Source: leaf1_Ethernet3 - Destination: spine1_Ethernet3,PASS,
142,leaf1,IP Reachability,ip reachability test p2p links,Source: leaf1_Ethernet4 - Destination: spine2_Ethernet3,PASS,
143,leaf2,IP Reachability,ip reachability test p2p links,Source: leaf2_Ethernet3 - Destination: spine1_Ethernet4,PASS,
144,leaf2,IP Reachability,ip reachability test p2p links,Source: leaf2_Ethernet4 - Destination: spine2_Ethernet4,PASS,
145,leaf3,IP Reachability,ip reachability test p2p links,Source: leaf3_Ethernet5 - Destination: spine3_Ethernet5,PASS,
146,leaf3,IP Reachability,ip reachability test p2p links,Source: leaf3_Ethernet6 - Destination: spine4_Ethernet5,PASS,
147,leaf4,IP Reachability,ip reachability test p2p links,Source: leaf4_Ethernet5 - Destination: spine3_Ethernet6,PASS,
148,leaf4,IP Reachability,ip reachability test p2p links,Source: leaf4_Ethernet6 - Destination: spine4_Ethernet6,PASS,
149,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet3 - Destination: leaf1_Ethernet3,PASS,
150,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet4 - Destination: leaf2_Ethernet3,PASS,
151,spine1,IP Reachability,ip reachability test p2p links,Source: spine1_Ethernet7 - Destination: borderleaf1_Ethernet3,PASS,
152,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet3 - Destination: leaf1_Ethernet4,PASS,
153,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet4 - Destination: leaf2_Ethernet4,PASS,
154,spine2,IP Reachability,ip reachability test p2p links,Source: spine2_Ethernet7 - Destination: borderleaf1_Ethernet4,PASS,
155,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet5 - Destination: leaf3_Ethernet5,PASS,
156,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet6 - Destination: leaf4_Ethernet5,PASS,
157,spine3,IP Reachability,ip reachability test p2p links,Source: spine3_Ethernet8 - Destination: borderleaf2_Ethernet5,FAIL,100% packet loss
158,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet5 - Destination: leaf3_Ethernet6,PASS,
159,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet6 - Destination: leaf4_Ethernet6,PASS,
160,spine4,IP Reachability,ip reachability test p2p links,Source: spine4_Ethernet8 - Destination: borderleaf2_Ethernet6,FAIL,100% packet loss
161,borderleaf1,BGP,ArBGP is configured and operating,ArBGP,PASS,
162,borderleaf2,BGP,ArBGP is configured and operating,ArBGP,PASS,
163,leaf1,BGP,ArBGP is configured and operating,ArBGP,PASS,
164,leaf2,BGP,ArBGP is configured and operating,ArBGP,PASS,
165,leaf3,BGP,ArBGP is configured and operating,ArBGP,PASS,
166,leaf4,BGP,ArBGP is configured and operating,ArBGP,PASS,
167,spine1,BGP,ArBGP is configured and operating,ArBGP,PASS,
168,spine2,BGP,ArBGP is configured and operating,ArBGP,PASS,
169,spine3,BGP,ArBGP is configured and operating,ArBGP,PASS,
170,spine4,BGP,ArBGP is configured and operating,ArBGP,PASS,
171,borderleaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.16,PASS,
172,borderleaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.18,PASS,
173,borderleaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.20,FAIL,Session state Idle
174,borderleaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.22,FAIL,Session state Idle
175,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.1,PASS,
176,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.0,PASS,
177,leaf1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.2,PASS,
178,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.0,PASS,
179,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.4,PASS,
180,leaf2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.6,PASS,
181,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.5,PASS,
182,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.8,PASS,
183,leaf3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.10,PASS,
184,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.4,PASS,
185,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.12,PASS,
186,leaf4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.14,PASS,
187,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.1,PASS,
188,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.5,PASS,
189,spine1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.17,PASS,
190,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.3,PASS,
191,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.7,PASS,
192,spine2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.19,PASS,
193,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.9,PASS,
194,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.13,PASS,
195,spine3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.21,FAIL,Session state Idle
196,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.11,PASS,
197,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.15,PASS,
198,spine4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.23,FAIL,Session state Idle
199,borderleaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,FAIL,Session state: Connect
200,borderleaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,FAIL,Session state: Connect
201,borderleaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,FAIL,Session state: Active
202,borderleaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.14,FAIL,Session state: Active
203,leaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
204,leaf1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
205,leaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
206,leaf2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
207,leaf3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
208,leaf3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.14,PASS,
209,leaf4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
210,leaf4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.14,PASS,
211,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,FAIL,Session state: Active
212,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
213,spine1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
214,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,FAIL,Session state: Active
215,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
216,spine2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
217,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.6,FAIL,Session state: Active
218,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.3,PASS,
219,spine3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.4,PASS,
220,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.6,FAIL,Session state: Active
221,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.3,PASS,
222,spine4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.4,PASS,
223,borderleaf1,Routing Table,Remote VTEP address,192.168.102.5,PASS,
224,borderleaf1,Routing Table,Remote VTEP address,192.168.202.6,FAIL,VTEP 192.168.202.6 is not in the routing table
225,borderleaf1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
226,borderleaf1,Routing Table,Remote VTEP address,192.168.202.3,FAIL,VTEP 192.168.202.3 is not in the routing table
227,borderleaf2,Routing Table,Remote VTEP address,192.168.102.5,FAIL,VTEP 192.168.102.5 is not in the routing table
228,borderleaf2,Routing Table,Remote VTEP address,192.168.202.6,PASS,
229,borderleaf2,Routing Table,Remote VTEP address,192.168.102.1,FAIL,VTEP 192.168.102.1 is not in the routing table
230,borderleaf2,Routing Table,Remote VTEP address,192.168.202.3,FAIL,VTEP 192.168.202.3 is not in the routing table
231,leaf1,Routing Table,Remote VTEP address,192.168.102.5,FAIL,VTEP 192.168.102.5 is not in the routing table
232,leaf1,Routing Table,Remote VTEP address,192.168.202.6,FAIL,VTEP 192.168.202.6 is not in the routing table
233,leaf1,Routing Table,Remote VTEP address,192.168.102.1,PASS,
234,leaf1,Routing Table,Remote VTEP address,192.168.202.3,FAIL,VTEP 192.168.202.3 is not in the routing table
235,leaf2,Routing Table,Remote VTEP address,192.168.102.5,FAIL,VTEP 192.168.102.5 is not in the routing table
236,leaf2,Routing Table,Remote VTEP address,192.168.202.6,FAIL,VTEP 192.168.202.6 is not in the routing table
237,leaf2,Routing Table,Remote VTEP address,192.168.102.1,PASS,
238,leaf2,Routing Table,Remote VTEP address,192.168.202.3,FAIL,VTEP 192.168.202.3 is not in the routing table
239,leaf3,Routing Table,Remote VTEP address,192.168.102.5,FAIL,VTEP 192.168.102.5 is not in the routing table
240,leaf3,Routing Table,Remote VTEP address,192.168.202.6,FAIL,VTEP 192.168.202.6 is not in the routing table
241,leaf3,Routing Table,Remote VTEP address,192.168.102.1,FAIL,VTEP 192.168.102.1 is not in the routing table
242,leaf3,Routing Table,Remote VTEP address,192.168.202.3,PASS,
243,leaf4,Routing Table,Remote VTEP address,192.168.102.5,FAIL,VTEP 192.168.102.5 is not in the routing table
244,leaf4,Routing Table,Remote VTEP address,192.168.202.6,FAIL,VTEP 192.168.202.6 is not in the routing table
245,leaf4,Routing Table,Remote VTEP address,192.168.102.1,FAIL,VTEP 192.168.102.1 is not in the routing table
246,leaf4,Routing Table,Remote VTEP address,192.168.202.3,PASS,
247,borderleaf1,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
248,borderleaf1,Routing Table,Remote Lo0 address,192.168.201.6,FAIL,Lo0 192.168.201.6 is not in the routing table
249,borderleaf1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
250,borderleaf1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
251,borderleaf1,Routing Table,Remote Lo0 address,192.168.201.3,FAIL,Lo0 192.168.201.3 is not in the routing table
252,borderleaf1,Routing Table,Remote Lo0 address,192.168.201.4,FAIL,Lo0 192.168.201.4 is not in the routing table
253,borderleaf1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
254,borderleaf1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
